District,Crop,Year,Season,Area,Temperature,Rainfall,Yield
NANDURBAR,Gram,2003-01-01,Rabi,12400.0,24.317535,0.57500005,0.7338709677419355
NASHIK,Gram,2001-01-01,Rabi,28200.0,22.307652,0.325,0.4964539007092198
NASHIK,Gram,2002-01-01,Rabi,31200.0,22.582352,0.825,0.5544871794871795
NASHIK,Gram,2003-01-01,Rabi,30600.0,23.130812,1.0,0.5359477124183006
OSMANABAD,Gram,2001-01-01,Rabi,58400.0,24.59707,0.125,0.523972602739726
OSMANABAD,Gram,2002-01-01,Rabi,58400.0,24.318455,7.775,0.3801369863013699
OSMANABAD,Gram,2003-01-01,Rabi,59900.0,25.001726,0.975,0.1953255425709515
PARBHANI,Gram,2001-01-01,Rabi,39200.0,24.202892,0.7,0.5357142857142857
PARBHANI,Gram,2002-01-01,Rabi,42800.0,24.177292,3.25,0.5747663551401869
PARBHANI,Gram,2003-01-01,Rabi,44400.0,24.771338,1.075,0.5135135135135135
PUNE,Gram,2001-01-01,Rabi,56200.0,23.786467,0.075,0.6245551601423488
PUNE,Gram,2002-01-01,Rabi,54600.0,24.052052,0.32500002,0.5073260073260073
PUNE,Gram,2003-01-01,Rabi,32200.0,24.70197,1.0249999,0.5093167701863354
RAIGAD,Gram,2001-01-01,Rabi,2000.0,22.525272,0.025,0.5
RAIGAD,Gram,2002-01-01,Rabi,1400.0,23.299316,0.25,0.6428571428571429
RAIGAD,Gram,2003-01-01,Rabi,1300.0,23.623095,1.1750001,0.6923076923076923
SANGLI,Gram,2001-01-01,Rabi,30800.0,24.500479,0.275,0.7402597402597403
SANGLI,Gram,2002-01-01,Rabi,26500.0,24.944752,0.85,0.5547169811320755
SANGLI,Gram,2003-01-01,Rabi,19000.0,25.843666,0.875,0.6
SATARA,Gram,2001-01-01,Rabi,25400.0,22.180828,0.22500001,0.6141732283464567
SATARA,Gram,2002-01-01,Rabi,22000.0,22.752516,0.725,0.3
SATARA,Gram,2003-01-01,Rabi,13100.0,23.57804,1.2,0.5725190839694656
SOLAPUR,Gram,2001-01-01,Rabi,31600.0,26.199245,0.025,0.5537974683544303
SOLAPUR,Gram,2002-01-01,Rabi,31900.0,26.451807,3.2499998,0.4326018808777429
SOLAPUR,Gram,2003-01-01,Rabi,28000.0,27.205305,0.65000004,0.1821428571428571
THANE,Gram,2001-01-01,Rabi,3800.0,24.551762,0.0,0.5
THANE,Gram,2002-01-01,Rabi,3500.0,25.273064,0.52500004,0.6571428571428571
THANE,Gram,2003-01-01,Rabi,3700.0,25.594257,1.0250001,0.6756756756756757
WARDHA,Gram,2001-01-01,Rabi,19700.0,24.636003,4.75,0.6243654822335025
WARDHA,Gram,2002-01-01,Rabi,25200.0,24.921503,3.3250003,0.4761904761904761
WARDHA,Gram,2003-01-01,Rabi,31000.0,24.41474,11.025,0.632258064516129
WASHIM,Gram,2001-01-01,Rabi,29100.0,24.317297,3.2500002,0.7353951890034365
WASHIM,Gram,2002-01-01,Rabi,32800.0,24.377842,4.15,0.6859756097560976
WASHIM,Gram,2003-01-01,Rabi,29200.0,24.226051,3.5500002,0.660958904109589
YAVATMAL,Gram,2001-01-01,Rabi,15600.0,24.588741,2.7,0.6282051282051282
YAVATMAL,Gram,2002-01-01,Rabi,16800.0,24.815521,3.375,0.5238095238095238
YAVATMAL,Gram,2003-01-01,Rabi,21600.0,24.469412,8.199999,0.6851851851851852
AHMEDNAGAR,Groundnut,2001-01-01,Kharif,5700.0,23.5085,151.875,0.7894736842105263
AHMEDNAGAR,Groundnut,2001-01-01,Summer,11000.0,28.743412,4.95,1.5636363636363635
AHMEDNAGAR,Groundnut,2002-01-01,Kharif,5800.0,23.65239,124.05,0.6896551724137931
AHMEDNAGAR,Groundnut,2002-01-01,Summer,5800.0,29.668694,6.5,1.706896551724138
AHMEDNAGAR,Groundnut,2003-01-01,Kharif,4200.0,23.707798,127.425,0.6190476190476191
AHMEDNAGAR,Groundnut,2003-01-01,Summer,1300.0,29.611942,5.25,1.8461538461538465
AKOLA,Groundnut,2001-01-01,Summer,1400.0,33.661606,4.9,1.1428571428571428
AKOLA,Groundnut,2002-01-01,Summer,900.0,33.936134,1.8,2.0
AKOLA,Groundnut,2003-01-01,Kharif,100.0,27.049385,187.075,1.0
AKOLA,Groundnut,2003-01-01,Summer,700.0,33.65311,2.3500001,1.0
AMRAVATI,Groundnut,2001-01-01,Kharif,3400.0,26.614136,182.525,1.0
AMRAVATI,Groundnut,2001-01-01,Summer,100.0,33.621548,7.8500004,1.0
AMRAVATI,Groundnut,2002-01-01,Kharif,2400.0,26.882261,257.275,0.5833333333333334
AMRAVATI,Groundnut,2002-01-01,Summer,100.0,33.83647,4.35,1.0
AMRAVATI,Groundnut,2003-01-01,Kharif,1700.0,26.703156,235.8,0.7647058823529411
AMRAVATI,Groundnut,2003-01-01,Summer,300.0,33.636234,1.5,1.3333333333333333
AURANGABAD,Groundnut,2001-01-01,Kharif,5500.0,25.06251,147.65,0.4181818181818181
AURANGABAD,Groundnut,2001-01-01,Summer,400.0,30.672474,3.5,1.25
AURANGABAD,Groundnut,2002-01-01,Kharif,8200.0,25.094404,209.42499,0.7073170731707317
AURANGABAD,Groundnut,2002-01-01,Summer,200.0,31.444572,4.25,2.0
AURANGABAD,Groundnut,2003-01-01,Kharif,8900.0,25.104836,187.15,0.4943820224719101
AURANGABAD,Groundnut,2003-01-01,Summer,100.0,31.187283,3.0,1.0
BEED,Groundnut,2001-01-01,Kharif,9800.0,25.732687,139.75,0.4795918367346938
BEED,Groundnut,2001-01-01,Summer,2600.0,31.818409,3.45,0.9230769230769232
BEED,Groundnut,2002-01-01,Kharif,9300.0,25.818192,167.82501,0.5053763440860215
BEED,Groundnut,2002-01-01,Summer,1900.0,32.508327,5.5000005,0.9473684210526316
BEED,Groundnut,2003-01-01,Kharif,9300.0,25.960487,142.65,0.3870967741935484
BEED,Groundnut,2003-01-01,Summer,600.0,32.61409,4.75,1.3333333333333333
BHANDARA,Groundnut,2002-01-01,Kharif,200.0,27.636929,290.72498,0.5
BHANDARA,Groundnut,2002-01-01,Summer,100.0,34.99567,2.9,1.0
BHANDARA,Groundnut,2003-01-01,Kharif,100.0,27.366695,354.35,1.0
BHANDARA,Groundnut,2003-01-01,Summer,100.0,34.531994,1.25,1.0
BULDHANA,Groundnut,2001-01-01,Kharif,2700.0,25.80179,175.65001,0.5925925925925926
BULDHANA,Groundnut,2001-01-01,Summer,600.0,31.835938,6.15,1.0
BULDHANA,Groundnut,2002-01-01,Kharif,1400.0,25.806593,249.875,0.6428571428571429
BULDHANA,Groundnut,2002-01-01,Summer,700.0,32.405838,3.5500002,1.1428571428571428
